AGE,GENDER,CAREER,ACAD_LEVEL,ACAD_LOAD,HOURS_ENROLLED,ACAD_ORG,TRANSACTION_AMOUNT,TANSACTION_COUNT
22,Female,Undergraduate,Junior,Enrolled Half-Time,6,University College,0.14,1
24,Male,Undergraduate,Senior,Three Quarter Time,10,SUNY at Buffalo,281.19,65
19,Male,Undergraduate,Freshman,Enrolled Full-Time,16,Syracuse University,1367.02,227
23,Female,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Buffalo,4.82,44
24,Female,Undergraduate,Sophomore,Less than Half-Time,3,Syracuse University,1.5,9
23,Male,Graduate,Graduate,Enrolled Full-Time,15,College of Business Administration,66.22,61
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,5.94,14
30,Male,Undergraduate,Junior,Less than Half-Time,3,University College,0.5,1
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,9.75,23
22,Male,Undergraduate,Freshman,Enrolled Half-Time,6,University College,2.38,16
23,Female,Graduate,Graduate,Enrolled Full-Time,13,College of Health Professions,2859.06,329
37,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Engineering,11.78,26
32,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Education,5.69,24
28,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,0,2
22,Female,Undergraduate,Senior,Enrolled Full-Time,15,Syracuse University,1636.9,179
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,2728.27,313
26,Female,Graduate,Graduate,Enrolled Half-Time,5,College of Health Professions,5.83,2
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,417.4,99
21,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0.2,4
27,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,34.25,39
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Brockport,2019.99,352
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,College of Business Administration,1046.4,339
18,Male,Undergraduate,Freshman,Enrolled Full-Time,14,Syracuse University,1196.84,143
41,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Education,74.9,93
18,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,College of Health Professions,599.65,82
26,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Education,0.07,1
33,Male,Law,Law Evening - Year 2,Enrolled Full-Time,9,School of Law,2.35,5
25,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Brockport,2.05,24
20,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,0.3,2
23,Male,Undergraduate,Junior,Three Quarter Time,9,Syracuse University,265.75,118
24,Female,Law,Law Day - Year 3,Enrolled Full-Time,14,School of Law,22.82,71
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,9.1,14
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,1.85,8
48,Female,Graduate,Graduate,Less than Half-Time,3,College of Education,1.89,8
22,Female,Undergraduate,Senior,Three Quarter Time,10,College of Nursing,1.5,1
37,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Education,0.1,1
21,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Brockport,828.97,261
22,Female,Undergraduate,Sophomore,Three Quarter Time,9,University College,30.99,28
26,Male,Undergraduate,Senior,Enrolled Full-Time,19,SUNY at Buffalo,7.17,16
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,6.36,24
45,Female,Law,Law Day - Year 3,Enrolled Half-Time,5,School of Law,20.73,32
18,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,1672.21,213
21,Female,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Brockport,0.84,2
19,Female,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Buffalo,0.1,2
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,14.44,60
18,Female,Undergraduate,Freshman,Enrolled Full-Time,15,College of Education,15.68,23
21,Female,Undergraduate,Junior,Enrolled Full-Time,15,College of Business Administration,1405.08,180
40,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,11.83,40
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0,1
31,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Business Administration,1.33,5
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,17,SUNY at Brockport,700.94,186
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,33.02,125
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,4.43,25
20,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,9.45,24
28,Female,Law,Law Evening - Year 1,Enrolled Full-Time,9,School of Law,0.31,2
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,0.35,1
21,Female,Undergraduate,Junior,Enrolled Full-Time,16,College of Engineering,571.12,106
23,Male,Undergraduate,Senior,Enrolled Half-Time,7,SUNY at Buffalo,1.54,12
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Engineering,1555.25,249
61,Male,Undergraduate,Junior,Enrolled Half-Time,8,Syracuse University,0.8,9
52,Male,Undergraduate,Freshman,Enrolled Half-Time,7,SUNY at Brockport,0.1,1
40,Female,Undergraduate,Senior,Less than Half-Time,4,Syracuse University,65.69,34
17,Female,Undergraduate,Freshman,Enrolled Full-Time,12,University College,733.2,109
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,University College,584.8,204
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,College of Business Administration,857.18,126
24,Male,Undergraduate,Junior,Enrolled Full-Time,13,Syracuse University,4.71,30
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Buffalo,329.01,60
58,Male,Undergraduate,Junior,Less than Half-Time,5,Syracuse University,2.21,2
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0.25,2
25,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,SUNY at Buffalo,7.92,34
19,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,6.78,27
20,Female,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,1.15,11
24,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,11,College of Engineering,0,15
20,Male,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Brockport,10.2,2
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,2402.56,176
22,Male,Undergraduate,Freshman,Enrolled Half-Time,7,Syracuse University,35.76,5
25,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,SUNY at Buffalo,0.05,1
30,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,0,3
26,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Buffalo,99.29,16
20,Female,Undergraduate,Junior,Enrolled Full-Time,17,College of Education,16.9,59
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,0.75,2
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,0.25,35
24,Female,Undergraduate,Senior,Three Quarter Time,9,SUNY at Buffalo,4.36,17
29,Female,Undergraduate,Freshman,Enrolled Half-Time,8,University College,0.55,3
25,Male,Graduate,Graduate,Enrolled Full-Time,9,Provost's office,0,4
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,0,1
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,59.36,132
19,Male,Undergraduate,Junior,Enrolled Full-Time,19,SUNY at Buffalo,3.4,13
20,Male,Undergraduate,Junior,Enrolled Full-Time,15,College of Business Administration,989.11,165
29,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Buffalo,12.11,26
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,2611.02,227
33,Female,Undergraduate,Not Set,No Unit Load,6,SUNY at Buffalo,27.36,8
21,Male,Undergraduate,Junior,Enrolled Full-Time,14,SUNY at Brockport,3.2,11
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,17,College of Business Administration,515.83,67
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,8.59,48
18,Male,Undergraduate,Freshman,Enrolled Full-Time,15,Syracuse University,1493.48,181
21,Male,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,660.01,102
25,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Business Administration,4.41,5
32,Female,Graduate,Graduate,Less than Half-Time,1,Provost's office,528.59,151
23,Male,Undergraduate,Junior,Enrolled Full-Time,15,College of Nursing,1.47,6
20,Female,Undergraduate,Junior,Enrolled Full-Time,13,Syracuse University,16.58,27
22,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Buffalo,7.12,14
38,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,5,Health Sciences & Human Services,18.83,55
24,Female,Undergraduate,Freshman,Less than Half-Time,3,University College,14.68,20
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,0.5,4
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,18,College of Business Administration,171.85,20
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,Health Sciences & Human Services,0.14,1
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,0.65,5
25,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,20.09,62
22,Male,Undergraduate,Freshman,Enrolled Full-Time,14,University College,0,1
19,Male,Undergraduate,Freshman,Three Quarter Time,9,Syracuse University,165.63,119
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Brockport,3.9,15
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Engineering,0.1,2
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,17,College of Engineering,665.84,182
20,Male,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,1274.42,180
20,Female,Undergraduate,Junior,Enrolled Full-Time,16,College of Health Professions,1254.81,302
19,Female,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Brockport,214.34,16
22,Female,Undergraduate,Junior,Enrolled Full-Time,14,Syracuse University,19.55,6
19,Female,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,587.26,104
18,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,College of Health Professions,1346.02,135
33,Female,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,20.41,29
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Engineering,1339.82,226
43,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,2,College of Education,0,1
22,Female,Undergraduate,Sophomore,Three Quarter Time,9,Syracuse University,29.87,48
22,Male,Undergraduate,Junior,Enrolled Full-Time,14,Syracuse University,2.75,21
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,3.45,34
18,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,SUNY at Buffalo,0,7
20,Male,Undergraduate,Junior,Enrolled Full-Time,14,College of Engineering,1827.51,340
27,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,0.15,3
19,Female,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,458.79,91
21,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Nursing,1.19,1
30,Unknown,Undergraduate,Sophomore,Enrolled Half-Time,6,Syracuse University,307.87,65
25,Female,Undergraduate,Junior,Less than Half-Time,3,Syracuse University,1.4,5
20,Female,Undergraduate,Freshman,Enrolled Full-Time,20,SUNY at Buffalo,0,1
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0.85,13
30,Male,Undergraduate,Junior,Enrolled Full-Time,12,College of Business Administration,3.81,8
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,5.48,14
21,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,7.36,8
18,Male,Undergraduate,Freshman,Enrolled Full-Time,15,University College,168.12,137
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,College of Engineering,457.89,47
19,Male,Undergraduate,Freshman,Three Quarter Time,9,Syracuse University,0.56,3
23,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Education,0.21,1
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,12.96,37
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,University College,537.09,115
70,Male,Undergraduate,Freshman,No Unit Load,3,SUNY at Brockport,2.5,8
23,Male,Undergraduate,Freshman,Enrolled Full-Time,20,SUNY at Buffalo,1204.93,148
19,Female,Undergraduate,Freshman,Enrolled Full-Time,13,University College,1031.4,173
19,Male,Undergraduate,Freshman,Enrolled Full-Time,16,College of Business Administration,0,3
25,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,0.05,1
18,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,804.23,141
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,9.44,44
20,Male,Undergraduate,Freshman,Enrolled Full-Time,13,University College,1272.66,145
28,Female,Graduate,Graduate,Enrolled Full-Time,11,College of Education,6.08,17
23,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Education,35.29,83
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,College of Business Administration,4.69,26
52,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,Syracuse University,3.57,22
27,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,Syracuse University,0.6,3
18,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,51.23,10
17,Female,Undergraduate,Freshman,Three Quarter Time,9,SUNY at Brockport,0.6,3
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,1249.71,190
23,Male,Undergraduate,Senior,Less than Half-Time,3,College of Business Administration,136.64,41
19,Female,Undergraduate,Sophomore,Less than Half-Time,5,SUNY at Brockport,1345.78,111
20,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,College of Engineering,381.39,101
19,Female,Undergraduate,Freshman,Enrolled Full-Time,14,Syracuse University,1.05,9
29,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Engineering,0,2
18,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,College of Health Professions,837.96,97
24,Male,Graduate,Graduate,Enrolled Half-Time,6,College of Engineering,76,70
24,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Engineering,0,1
25,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,2.63,8
31,Male,Undergraduate,Freshman,Less than Half-Time,4,SUNY at Brockport,1.1,1
20,Female,Undergraduate,Senior,Enrolled Full-Time,20,SUNY at Buffalo,1232.84,236
60,Female,Undergraduate,Senior,Three Quarter Time,9,Creative & Professional Arts,42.87,21
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,18,SUNY at Brockport,1149.51,94
22,Male,Undergraduate,Junior,Enrolled Full-Time,16,SUNY at Buffalo,0.07,4
24,Female,Law,Law Day - Year 3,Enrolled Full-Time,12,School of Law,36.72,37
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,College of Engineering,829.5,117
27,Male,Graduate,Graduate,Enrolled Full-Time,11,SUNY at Binghamton,10.77,117
22,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,135.2,28
19,Female,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,1062.9,158
22,Female,Undergraduate,Junior,Less than Half-Time,4,SUNY at Brockport,5.85,7
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Brockport,8.33,55
21,Female,Undergraduate,Freshman,Enrolled Half-Time,7,SUNY at Brockport,11.51,9
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,1905.96,115
46,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,College of Education,2.1,9
31,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Nursing,12.49,18
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,College of Education,0.3,8
28,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Engineering,0,4
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,20,College of Engineering,914.01,100
29,Male,Graduate,Graduate,Enrolled Full-Time,14,SUNY at Buffalo,0,1
36,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,1.45,1
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,Syracuse University,9,6
21,Male,Undergraduate,Senior,Less than Half-Time,3,College of Engineering,1.26,8
42,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Education,36.4,36
24,Male,Undergraduate,Senior,Three Quarter Time,9,SUNY at Buffalo,0.37,5
50,Male,Undergraduate,Junior,Enrolled Half-Time,7,Syracuse University,47.68,74
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,8.54,36
26,Male,Graduate,Graduate,Enrolled Half-Time,6,College of Business Administration,0.77,1
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,College of Education,3.25,12
18,Female,Undergraduate,Freshman,Three Quarter Time,9,SUNY at Brockport,357.41,130
31,Male,Graduate,Graduate,Enrolled Half-Time,5,College of Education,15.21,74
21,Female,Undergraduate,Senior,Enrolled Full-Time,17,College of Education,32.94,61
19,Male,Undergraduate,Freshman,Enrolled Full-Time,14,University College,1967.09,438
31,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Engineering,0,7
21,Male,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,1.61,7
22,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Education,1.15,4
22,Male,Undergraduate,Senior,Enrolled Full-Time,17,College of Engineering,41.68,6
42,Male,Undergraduate,Senior,Less than Half-Time,4,Syracuse University,11.05,4
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Engineering,2.44,8
20,Female,Undergraduate,Junior,Less than Half-Time,5,SUNY at Buffalo,2712.3,244
26,Female,Graduate,Graduate,Enrolled Full-Time,12,College of Business Administration,89.12,253
25,Female,Law,Law Evening - Year 4,Enrolled Full-Time,9,School of Law,87.17,110
28,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,SUNY at Buffalo,3.4,2
26,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Engineering,0,3
17,Female,Undergraduate,Freshman,Enrolled Full-Time,17,Syracuse University,4,13
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,36.9,70
19,Male,Undergraduate,Freshman,Less than Half-Time,4,University College,45.2,12
29,Female,Graduate,Graduate,Less than Half-Time,1,College of Education,55.45,60
23,Male,Undergraduate,Sophomore,Enrolled Half-Time,7,Syracuse University,5.52,9
22,Male,Undergraduate,Freshman,Enrolled Full-Time,14,University College,0.65,4
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,244.12,146
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,Syracuse University,900.67,118
19,Male,Undergraduate,Freshman,Three Quarter Time,11,Syracuse University,1143.62,191
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,72.91,37
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,College of Engineering,1088.88,254
21,Male,Undergraduate,Freshman,Enrolled Half-Time,6,Syracuse University,0.63,5
24,Male,Undergraduate,Senior,Less than Half-Time,3,College of Business Administration,10.75,33
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,343.07,34
21,Female,Undergraduate,Freshman,Enrolled Half-Time,6,SUNY at Brockport,0.3,1
24,Male,Undergraduate,Junior,Enrolled Half-Time,6,University College,2.24,6
18,Male,Undergraduate,Freshman,Enrolled Full-Time,15,University College,258.96,15
24,Female,Undergraduate,Sophomore,Three Quarter Time,9,Syracuse University,0.5,1
24,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,Syracuse University,1.47,1
29,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,College of Health Professions,16.04,30
24,Female,Graduate,Graduate,Enrolled Full-Time,10,College of Education,2.31,5
25,Male,Undergraduate,Senior,Three Quarter Time,11,SUNY at Buffalo,0.6,3
21,Male,Undergraduate,Freshman,Enrolled Full-Time,14,University College,2.75,9
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Brockport,2132.81,385
26,Male,Graduate,Graduate,Enrolled Half-Time,7,College of Health Professions,18.99,37
23,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Business Administration,12.5,29
24,Male,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Buffalo,274.73,132
41,Male,Undergraduate,Freshman,Three Quarter Time,11,Syracuse University,12.26,5
22,Female,Graduate,Graduate,Enrolled Full-Time,15,College of Business Administration,1.83,12
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,23.84,76
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,College of Engineering,1210.89,185
18,Female,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Buffalo,0.25,2
41,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Health Professions,32.91,29
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,College of Education,1156.84,183
19,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,1.54,10
24,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Engineering,3,2
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,543.91,59
22,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,0,1
21,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,College of Business Administration,1336.44,202
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,College of Business Administration,35.71,20
17,Male,Undergraduate,Freshman,Three Quarter Time,11,SUNY at Buffalo,3.26,58
28,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,8.1,16
19,Male,Undergraduate,Freshman,Three Quarter Time,9,Syracuse University,0.25,1
21,Male,Undergraduate,Junior,Enrolled Full-Time,20,SUNY at Buffalo,1401.9,126
20,Male,Undergraduate,Junior,Enrolled Full-Time,13,College of Health Professions,0.2,3
21,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,79.35,18
22,Female,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Brockport,1.7,13
19,Male,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Brockport,1257.54,149
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Engineering,671.85,73
19,Male,Undergraduate,Freshman,Enrolled Full-Time,22,SUNY at Brockport,1660.1,174
28,Male,Graduate,Graduate,Enrolled Half-Time,8,College of Engineering,0,2
23,Female,Undergraduate,Freshman,Enrolled Half-Time,7,SUNY at Buffalo,4.1,12
21,Female,Undergraduate,Senior,Enrolled Full-Time,18,College of Business Administration,0.7,2
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,1011.03,153
21,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,0.37,4
22,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,1997.39,457
48,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,SUNY at Brockport,7.73,9
58,Male,Undergraduate,Senior,Enrolled Half-Time,6,College of Health Professions,0.85,7
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Buffalo,1088.66,129
27,Female,Graduate,Graduate,Less than Half-Time,1,SUNY at Buffalo,4.26,3
25,Female,Graduate,Graduate,Enrolled Half-Time,8,College of Business Administration,1.9,5
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Buffalo,320.76,112
36,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Engineering,0,1
21,Male,Undergraduate,Junior,Enrolled Full-Time,17,SUNY at Buffalo,1797.51,388
23,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Education,0.84,3
29,Male,Undergraduate,Sophomore,Less than Half-Time,3,SUNY at Brockport,19.83,46
22,Male,Undergraduate,Senior,Enrolled Full-Time,18,SUNY at Buffalo,338.93,181
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,9.74,38
20,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Buffalo,905.51,186
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,0.42,1
20,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,SUNY at Buffalo,245.04,76
26,Female,Graduate,Graduate,Less than Half-Time,3,College of Education,15.15,43
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,University College,1166.53,124
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,566.58,156
29,Female,Graduate,Graduate,Enrolled Full-Time,15,College of Engineering,13.55,13
21,Female,Undergraduate,Senior,Enrolled Full-Time,14,College of Health Professions,0,1
20,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,68.37,75
19,Female,Undergraduate,Freshman,Enrolled Full-Time,16,Syracuse University,800.01,116
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,Syracuse University,2659.55,314
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,2.95,18
31,Male,Undergraduate,Freshman,Enrolled Half-Time,7,University College,1.54,6
18,Male,Undergraduate,Freshman,Three Quarter Time,9,Syracuse University,1.65,21
20,Male,Undergraduate,Junior,Enrolled Full-Time,16,SUNY at Buffalo,877.67,195
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,College of Engineering,1184.96,146
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,1808.18,180
31,Female,Undergraduate,Senior,Less than Half-Time,4,College of Education,7.4,45
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Health Professions,11.55,38
19,Female,Undergraduate,Freshman,Enrolled Full-Time,15,Syracuse University,291.91,47
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,20.27,36
22,Female,Undergraduate,Senior,Enrolled Half-Time,7,College of Health Professions,17.65,24
27,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,46.1,78
23,Female,Undergraduate,Freshman,Enrolled Half-Time,6,SUNY at Brockport,3.71,17
20,Female,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,2659.84,453
26,Female,Undergraduate,Sophomore,Less than Half-Time,5,College of Health Professions,52.35,21
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,111.42,114
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,SUNY at Buffalo,1072.16,303
21,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Buffalo,1.73,89
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Buffalo,1036.58,364
18,Male,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,1187.68,100
21,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Buffalo,270.1,45
26,Female,Undergraduate,Freshman,Enrolled Half-Time,6,Syracuse University,5.43,9
